,artist_name,track_name,release_date,genre,lyrics
12438,tracy lawrence,made in america,2019,country,assembly line makin detroit steel asphalt streets row field love handout somebody get luck friday night light fourth goal touchdown walk hearin roar crowd little deeper goin tough america heart pride star strip white blue stand grind back give america come hard work hand back break root deep state come freedom bear single heart pride star strip white blue stand grind back give america die star strip white blue stand grind back give america america america
12416,george strait,some nights,2019,country,take road lose hear wind fort heart hard caliche dirt days better mother gonna days wanna wanna start nights guess bother hell pick phone pride leave swallow tomorrow days better mother gonna days wanna wanna start nights days better mother gonna days wanna wanna start days better mother gonna days wanna wanna start nights nights take road lose
20929,thank you scientist,swarm,2019,jazz,circle return time concentrate erase commotion come little urgency best feel like feel like tear wall destroyer wonder take leave instead right blame damn dig grave stir agitate feel defeat belong belong notice light turn green ready come little come little urgency feel like feel like tear wall destroyer wonder take leave instead right blame damn dig grave recall leave memory die watch open recall leave yeah memory die watch open stay belong belong stay belong belong stay belong belong belong wonder take leave instead right blame
12440,uncle kracker,hey hey hey,2019,country,lately livin feelin unforgiven feel like gettin wrong trouble lately double somethin bust bubble keep barely floatin days gonna sittin round countin raindrops shin face everythin okay fact yeah time stay cloud part party start brokenhearted tell buyin place round days baby feel luck start change shin face everythin okay fact yeah time stay shin face days baby feel luck start change shin face everythin okay fact yeah time stay shin face everythin okay fact yeah time stay
20916,taylor mcferrin,i can't give your time back,2019,jazz,trick believe hold want see feel leave baby leave end cheat leave cold game tell answer know leave baby leave time leave leave time leave leave
20906,vera lynn,besame mucho (kiss me),2019,jazz,feel blue dream dream world lovely true faintly dream true wonderful world care long world turn faintly dream true wonderful world care long world turn know place peace mind know place peace mind
20907,rick braun,come with me,2019,jazz,rico world brainin brainin shawty steady brainin sippin lean girl constantly brainin brainin brainin shawty steady brainin smokin dopey dope thotianna brainin smoke dopey dope thotianna drain thotiannas brain thotiannas brain block yeah nigga lame tell shawty hold explain niggas yeah plain okay come come hang time know foreign switch lanes yeah block time thang come play game grind outta bitch thang bitch ball like lottery ball like fuck lottery money hang know live life luxury bank roll hang like bankery shawty wanna fuck swallow fuckery smoke dopey dope shit look like broccoli niggas block cause property
20908,rick braun,family,2019,jazz,rapper everybody know father husband know mean leave shit outside barbarian step block shots sket squeeze punk bastard style wild cazal glass brownsville brooklyn bust wild ratchet insane brain luminosity game change entertain slang atrocity probably best ungodly beat body stretch friend fofo fold fuckers suckers master slay heater ratchet clap inactive gang leader step lady slap earn decept concern conserve understand spit shit bitch boot camp champion rapper wack shout song shut fuck bar beloved sauer cigars cupboard roll calamity hard puncher family arch bunker play songs parade guy like days
20909,rick braun,around the corner,2019,jazz,walk quietly sound run feet turn corner fight street kid wanna good time wanna stick know care fight cause long fight streets look solutions rack brain matter gonna change wankers hand hand leaflets care better come near fight streets walk quietly sound run feet turn corner fight street kid wanna good time wanna stick know care fight cause long fight streets fight streets fight streets fight streets
20910,jordan rakei,you & me,2019,jazz,hop good look hop real change come pray lose cause tell welcome ask real thing short tell memories fade lose control fantasy projection anticipate memory hand lead place final time time come time come talk years frustration like welcome tell better lose control fantasy projection anticipate memory hand lead place final time time come time come time come time come time come time come
20911,taylor mcferrin,i would still,2019,jazz,call time come meet picture life know easy feel free want need know wouldn change life realize need understand understand need life life give time grow
20912,leaf beach,outdoors,2019,jazz,piss comin callin imposters watch fall second stall strikin like viper barkin like woahoh see rough deal ace basics bluff woahoh deal waist face come hell road long remember standin outside lookin window window cold rain sleet hail snow workin like slave little gold time bitch minute pussies talkin shit say lookin barrel click bang motherfuckers come brothers come suckers like bang cousins rifle dozens ammo bucket truck stick piss comin callin imposters watch fall second stall strikin like viper barkin like woahoh see rough deal ace basics bluff woahoh deal waist face come hell road long see highest highs felt lowest low cold rain sleet hail snow better think gonna door comin throat scope bustin shots woahohoh smoke like boys cypress fuckers write tryna kill forget pills step feel leave hook grill piss comin callin imposters watch fall second stall strikin like viper barkin like woahoh see rough deal ace basics bluff woahoh deal waist face come
20913,esperanza spalding,touch in mine (fingers),2019,jazz,touch surface feel spark tenderness touch touch touch touch touch touch touch touch touch touch touch touch vibrational current fingertip unseen dip subtle hand flow neural connection sing touch touch touch touch touch touch touch touch touch touch touch follow blind fingertips feel roam lips unwrap delicacy fold silence touch touch touch touch touch touch touch touch touch touch touch touch vibrational current fingertip unseen dip subtle hand flow neural connection sing
20914,taylor mcferrin,so cold in the summer,2019,jazz,say reason fell love walk float free fall hold free fall hold hold hold hold hold cold cold summer know hold hold tell ways want believe want believe hold know fall hold barely hold hold say reason fell love walk float free fall hold free fall hold
20915,parov stelar,snake charmer,2019,jazz,hear music away party night walk city streets bump blow whistle everyday hear time change look eye think hypnotize feel dance time play put trance black mamba lady slowly come hide basket music stop mister snake charmer play flute crawl play tune snake charmer play flute crawl play tune snake charmer play flute crawl play tune snake charmer snake tattoo tell want want think hypnotize feel dance time play put trance black mamba lady slowly come hide basket music stop dance kill venom think escape tongue swallow piece completely numb look charmer play song mister snake charmer play flute crawl play tune snake charmer play flute crawl play tune snake charmer play flute crawl play tune snake charmer snake tattoo tell want want want mister snake charmer play flute crawl play tune snake charmer snake tattoo tell want want
20917,mujo,nostalgia,2019,jazz,ladies hoooo hoe haha grind block shine hold hold nigga show know roll pour grind block shine second minute nigga pay visit close dutch cause reefer stopp see couple kid rebelious actin wild deep lunchtable freestyling cause ruckus ignorant mothafuckas butter jelly lunch ahhhhhh nigga days job baby important things basketball ladies friday night game blazin nostalgia hittin time nothin faze couldn stay ways guess miss days time play family nigga like grind block shine hold hold nigga show know roll powed grind block shine second minute nigga pay visit close dutch cause reefer
20928,axian,sunday morning,2019,jazz,sunday morning record microphone naya zindagi pioneer gurdas maan nusrat fateh khan keep parent alive give survive work factories sweep floor unsung heroines heroes open door come long time arrive zindagi naya jeevan life stay fight future open wide life zindagi naya zindagi life zindagi naya jeevan tjinder radio england voice censorship years choice run playground know future role model home grow walk street brand pride spring step head hold high young asian brothers sisters move forward zindagi naya jeevan life opportunity longer deny life naya zindagi naya jeevan suppose cool dance riddims rule know parent strong abandon culture move technology tradition innovation song struggle continue reverse wrong heroines heroes battle belong reach glass ceiling blow high zindagi naya jeevan life stay fight future open wide life zindagi naya zindagi life zindagi naya jeevan
20918,digitalluc,rethymno,2019,jazz,hearts sound throw fear grind hold serenade song play night turn hold cause need somebody near heart get weak somebody watch tire sleep sing sweet lullaby sound voice thing need sing sweet lullaby fall sound sweet cause need song sing feel strong need sing sweet lullaby need sound sweet sing sing need sound sweet sing cause forever bind shout hold journey heal scar saviour hold cause need somebody near heart get weak somebody watch tire sleep sing sweet lullaby sound voice thing need sing sweet lullaby fall sound sweet sing sleep need heart stop beat sing sleep need heart stop beat sing sleep need sing sing sing sing sweet lullaby sound voice thing need sing sweet lullaby fall sound sweet cause need song sing feel strong need sing sweet lullaby need sound sweet sing
20919,ødyssee,summer delight,2019,jazz,face rise face rise streets crawl deadly omen outside world break breathe heart choke need cure life choose pain bless disguise feel cut cut like knife pain pain bless disguise feel cut cut like knife face rise gonna quit angels fall break wing learn face rise face rise earth shake city burn feel like tide turn hurt warn lightning strike heart storm rain bless disguise flood come drown lie pain rain bless disguise flood come drown lie face rise gonna quit angels fall break wing learn face rise face rise throw come alive burn flame burn wide awake life feel walk flame wwwwalking flame wwwwalking flame face rise gonna quit angels fall break wing learn face rise pain pain bless disguise face rise pain pain bless disguise face rise
20920,jordan rakei,mind’s eye,2019,jazz,voice head whisper sing sleep dream right catch rain drench memory pain soak sour taste better play mind wide open awaken beast meadow playful hop doorway soul come root cause producer applause mention fault effort need grab inner resource certainly blind force let world take course supersede play mind wide open awaken beast meadow playful hop doorway soul play mind wide open awaken beast meadow playful hop doorway soul brain trap magical maze feel hopelessness face mess brain trap magical maze feel hopelessness face mess play mind wide open awaken beast meadow playful hop doorway soul play mind wide open awaken beast meadow playful hop doorway soul mind mind mind mind mind mind mind mind
20921,emancipator,the bridge,2019,jazz,flourish hatred alive breathe spit grave face lyin floor stop scream catch breath lungs smoken promise break liver drunken deviant fuck cheaters traitors stab leave scar time borrow grind misogony empathy agony simpathy democracy make apathy violently drown bridge emancipate hatred cult maded crush hop open necromonicon name tie rope neck tongue count spirit break bone saint catacombs inside rivers blood wrists earth plan stop matter blood deviant move give liberty cocksuckin politicans religions legion stupid childrens crown crown fuck crown soul cost like babylon sell devil cost loneless constant constant hate breakout sleeve blood deal make fade maniacs scar freak smell flesh fresh blood knives wave panic attack slave chain punks fuckin scum come riot right heart like rogue crawl leave blood innocent magic circle come wrong hear chain break see officer break bone slave misfit suck dicks cults culture sickness monument regime wickness wicked moment like silent anymore sick ollies right innominate grave
20922,alfa mist,door,2019,jazz,somthing corner hide beneath sunkissed sway tree vines look like braid moonlight light cars outside place vacant tonight turn thandle inside surprise fate open door hold reach hold reason doubt guide hideout thread lifeline drown light rest vacant early hours turn handle surprise fate open door hold reach hold fate open door hold reach hold hold hold hold
20923,deeb,azalea,2019,jazz,feel free contribute ideas dress idea upboats ideas middleaged white malea eminemsdonald trumpa genius users want help black eye peas chainz iron chef azaleathe deevilassault batteryiron mitt romney pink hole punch angelaangela daemonumcowboys indiansman drakebarack obamathe fantastic human torch thingthe ghost ghost christmas future israeli soldier vader clintondonald trump
20924,henace,at dizzy's,2019,jazz,catch night night dream light light home best dress try impress fight dark torture soul search heart follow follow light follow follow light follow follow light follow follow light follow follow light till home adventure run faster hand hand hold tight understand dark trouble mind spark follow follow light follow follow light follow follow light follow follow light follow follow light till home till home till home cause follow follow light follow follow
20925,esperanza spalding,lest we forget (blood),2019,jazz,blood breathe fully submerge cells denser place like thighs nail secret stomach ache blood hum constant tone accompany incessant muscle pump vowel self blood steady lunge pendulums thread mute currents ferry round labyrinthian orbit fleshy underside atmospheric blood ignite engine core creation mystery spark burst beneath surface push time lapse bloom newly air blood outward inward bind central brain extremity different alike fauna inhale breath lest forget look leaf vein pattern fractal give oxygen cell blood thread part body grow blood pulse vast vein tip
20926,j. rawls,falling,2019,jazz,tear fall like rain better song sing cause lose things gotta casual flier better manifest elegant intelligent trunk elephant lips songs night cave break fake stuff key like smoother spit songs style typical half style original analog dark cat digital tear start fall start ball year feel like spiritual call better song sing better song sing better song sing better song sing shawty leave party blow bag play accordion look cast guardian stand stage outha audience plus drama mess ambiance look stage probably go telly work brand beat movie lobby try play freak stay streets stay listen casual forget dudes hear cycle music sharp shooter lame music like stupid toss like play shoot change style change style remain better song sing better song sing better song sing
20927,chon,dead end,2019,jazz,come quarter watch head state stick fabers deep empire mould conscience severe secret swear cuckoo revel image bear push high rank bulldoze sacred heritage instinct find shelter cower foliage detour reservoirs flood city pretty lose petroleum fuel seas obsolete children populations die masse concrete civilians statues house rest wash body deadend chore floor completely beauty drip pore pore pore quarter quarter quarter come quarter watch head state stick fabers deep empire mould conscience severe secret swear cuckoo revel image bear quarter quarter quarter quarter
12439,cold creek county,drinkin',2019,country,step outside mornin felt hook garden hose spray lawn chair blow kiddie pool kick tan shoe water goin higher hell yeah lookin like beer weather time break cooler wrong cold hand lookin world raybans nothin better beer weather gonna friends grill crank speakers speaker deck kick chill cover charge clear beer weather time break cooler wrong cold hand lookin world raybans nothin better beer weather tell beer weather draw party crowd like beer weather drinkin beer weather time break cooler wrong cold hand lookin world raybans nothin better beer weather beer weather nothin better beer weather beer weather beer weather
12441,thomas rhett,don’t threaten me with a good time,2019,country,hankerin doin somethin crazy tell girl yeah know wednesday lookin good feel like friday night rip tshirt make want worst pretend like birthday dive right girl tequila fine fine say know party threaten good time counter stand watch loose pour little liquor live room twirl watch night baby know party threaten good time girl know better think oneup match shoot shoot ugly forget college friday nights baby know party threaten good time counter stand watch loose pour little liquor live room twirl watch night baby know party threaten good time baby watchin dancin watchin lovin baby gettin start yeah baby asleep mornin counter stand watch loose pour little liquor live room twirl watch night baby know party threaten good time baby know party threaten good time
27395,ajr,beats,2019,rock,okay people laugh joke yeah strange success song play produce aisle someday hell okay famous friends song play produce aisle someday hell beat great record cost song pay beat beat great record cost song pay beat lyric commercial
12479,riley green,in love by now,2019,country,windows roll petty singin tan summer dancin long haired cover band coast know dancin probably girl like stay lonely long somebody doin wrong wouldn good track probably prettyin shotgun seat toenail paint pink raybans holdin blonde hair holdin close night losin sleep know sure thinkin bout probably girl like stay lonely long somebody doin wrong wouldn good track probably yeah probably tonight heart hurt like probably yeah probably probably girl like stay lonely long somebody doin wrong wouldn good track probably yeah probably probably
12469,luke combs,refrigerator door,2019,country,daddy deere brand bandit play fetch save date best best buddies life anybody walk blink cause picture hang forget memories time place couple magnets recipes polaroids yeah life frigerator door kindergarten years postcard cousin send cancun mexico list mama need today small work sign kenmore picture hang forget memories time place couple magnets recipes polaroids yeah life frigerator door life fly spill cover best days life picture hang forget memories time place couple magnets recipes polaroids yeah live frigerator door frigerator door
12470,jake owen,made for you,2019,country,water tower hearts name friday nights football game fallin leave fallin porch step goodnight kissin yeah summer job spendin cash second date goin fast early curfews sneakin past piss dads yeah lyric commercial
12471,thomas rhett,remember you young,2019,country,buddies grow straightlaced marry foolin wasn long roof light darlin sippin wine classy kick couch smile shootin tequila shuttin college bar matter time go matter grow worse better forever remember young baby crawlin carpet little long away gonna stay innocent go cause matter time go matter grow worse better forever remember young whoaohoh whoaohoh whoaohoh yeah heaven look like kid shameless painless perfect ageless forgive wrong matter time go grow worse better forever remember young whoaohoh remember young
12472,jon pardi,heartache medication,2019,country,dive work week drink bartender know mind kick strong serve right drinkin drinkin heartache medication strong dedication gettin turnin loose hardwood jukebox lose neon time heartache medication suit fine drinkin mind heartache medication girl dance country song turnin good time halfway feelin alright drinkin drinkin heartache medication strong dedication gettin turnin loose hardwood jukebox lose neon time heartache medication suit fine drinkin mind heartache medication single drinkin double teardrops turnin bubble yeah little later probably trouble drinkin drinkin heartache medication strong dedication gettin turnin loose hardwood jukebox lose neon time heartache medication suit fine drinkin mind heartache medication heartache medication takin away whoa
12473,jake owen,i was jack (you were diane),2019,country,yesterday years singin word radio kinda like songs save souls someway fallin fast jumpin blue halo hangin wind american kid like time play blow away turn sing time hear song like like close eye laugh memories pack cheyenne lyric commercial
12474,chris janson,waitin' on 5,2019,country,underneath turn wrench farm fix fence like watch team bench waitin start hours leave hand want overtime sorry sick waitin start everybody watch tick tock tick slower go closer get crack pop give twist waitin start alright yeah gonna little party tonight alright sip kiss somebody tonight sunday night come get depress monday morning blue head mess friday roll get itch waitin start everybody watch tick tock tick slower go closer get crack pop give twist waitin start cooler ditch sick damn tire somebody bitch work bout time quit waitin start everybody watch tick tock tick slower go closer get crack pop give twister waitin start waitin waitin waitin time quit waitin waitin waitin start everybody watch tick tock tick slower go closer get crack pop give twist waitin start alright time time quit alright waitin start
12475,dylan scott,ten feet away,2019,country,corner table watch watch singin flame burn hang word pour feel pour wine smoke beer perfectly clear touch mind feet away imagine arm look face lie shadowy place feet away know close song know heaven bind tell move stranger walk try best impress take eye leave say whoaowhoa night feet away imagine arm look face lie shadowy place feet away feet away imagine arm look face lie shadowy place feet away
12476,randy houser,our hearts (feat. lucie silvas),2019,country,hand wrong folks think fall hard hearts know night look leave look right grin stay little longer little stronger plan number lightning felt thunder give thing hell start yeah hearts hearts know fall hard give thing hell start pick piece part say baby hearts yeah hearts
12477,jackson michelson,one at a time,2019,country,gonna pick twolane drive fast gear slide gonna burn time gonna place moonlight cut hole dark bottleneck sittin gonna time girl thing mind gonna tonight second minute redlip kiss givin secret wishin come time look throwin twist lime taste gonna steal breath tonight girl time girl time throwbacks radio song song know grab hand turn dial gonna dance time train playin door speakers soon keeper second minute redlip kiss givin secret wishin come time look throwin twist lime taste gonna steal breath tonight girl time girl time time gonna time girl thing mind gonna tonight second minute redlip kiss givin secret wishin come time look throwin twist lime taste gonna steal breath tonight girl time time time gonna time
12478,kane brown,live forever,2019,country,life breathin like movie sound turn felt nothin like feel right say hello room like technicolor black night suddenly clear doin thousand years life wakin lookin make wanna live forever wanna live forever tell grow hand mean hold wanna time wanna know kiss goodbye life wakin lookin make wanna live forever wanna live forever life makin smile sayin wanna live forever life wakin lookin make wanna live forever wanna live forever wanna live forever wanna live forever
12480,hunter hayes,still,2019,country,soul worry okay stay time break count star yeah mountains climb stillness bring peace search heart rest feel need beat death breath pain paint good leave break shape lessons learn hide inside bear burn fear friend scream loud sound voice wear start fight weakness afraid scar give think wrestle long father know truth madness know believe believe breath breathe prove
12467,maren morris,the bones,2019,country,homestretch hard time take hard leave alright yeah life sure build right gonna bone good rest matter yeah paint peel glass shatter rain cause remain crack foundation baby know face blow right stay house fall bone good dumb luck baby mess yeah try plan wolves come go stand bone good rest matter yeah paint peel glass shatter rain cause remain crack foundation baby know face blow right stay house fall bone good bone good bone good rest rest matter baby matter paint peel glass shatter glass glass shatter bone good rest rest matter paint peel glass glass shatter yeah bone good rest matter yeah paint peel glass shatter rain rain rain cause remain crack foundation baby know face blow right stay house fall bone good yeah
12481,brooks & dunn,red dirt road (with cody johnson),2019,country,decisions desperation internal instincts crave isolation grow fear come alive place die demons dream know need realign fell river illusion apathy drown selfinduced confusion yeah fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign yeah
12482,justin moore,why we drink,2019,country,cause friday cause monday cause charcoalburnin sunday cause gonna drink cause cause sundown cause wind need little unwind cause workin yeah drink cause cold cause cause boat sittin line cause little mess cheaper danged shrink cause grow cause kid cause doin things cause daddies cause alcohol abuse pour sink yeah drink cause team lose cause team cause sweet home alabama come cause lookin reason raise yeah drink cause cold cause cause boat sittin line cause little mess cheaper danged shrink cause grow cause kid cause doin things cause daddies cause alcohol abuse pour sink yeah drink good friends good time white blue boys girls overseas cause cold cause cause boat sittin line cause little mess cheaper danged shrink drink cause grow cause kid cause doin things cause daddies cause alcohol abuse pour sink yeah drink yeah drink drink
12483,john gurney,drink i think,2019,country,feel come alive take black break skin shake fool take skin run breathe talk cause speak mouth bullet trigger heart bleed blood pocket know care close door wash away promise like promise vow fuck free fool take skin run breathe talk cause speak mouth bullet trigger heart bleed blood pocket fool take skin run breathe talk cause speak mouth bullet trigger heart bleed blood pocket torture slow let deal crook hand
12484,filmore,livin easy,2019,country,noname gravel twolane get wanna turn phone radio song know pump cooler can ready yeah time right good time time movin nice slow livin easy easy cold go easy easy thinkin bout right right little latenight sippin good life livin easy yeah lazy lay lovin livin easy bout sweatshirt fireside dancin make stories morning shut people think yeah clear good view good vibe livin easy easy cold go easy easy thinkin bout right right little latenight sippin good life livin easy yeah lazy lay lovin livin easy yeah easy easy easy easy easy easy livin easy easy cold go easy easy thinkin bout right right little latenight sippin good life livin easy yeah lazy lay lovin livin easy yeah livin easy
12485,granger smith,holler,2019,country,cold can blue box dibble boom aframe rockin grip dirt road couple buddies sayin let gonna burn right grind tonight raise tryin throw little country fade truck line lookin buzz girls boys blue collar holler double rockin flag strap head rack blowin night kerosene pour pile tree step strike match watch friday ignite raise tryin throw little country fade truck line lookin buzz girls boys blue collar holler dibble yeeyee listen bout fuse crack long pouch rip yeah thing packin lips jumpin tailgate poppin like gauge care city boys party damn right yeeyee raise tryin throw little country fade truck line lookin buzz girls boys blue collar holler holler chrous repeat
12486,adam doleac,puzzle of us,2019,country,leave corner shinin blue black bird flyin field green grass yellow sunflowers rainbow hangin mist summer shower middle riddle piece missin fallin kiss hand slippin fingertips lock arm perfectly wanna hold close feel heartbeat breathe color yeah build puzzle mighty fine picture curve edge fragile magical lonely place come space cause middle riddle piece missin fallin kiss hand slippin fingertips lock arm perfectly wanna hold close feel heartbeat breathe color yeah puzzle say piece missin fallin kiss hand slippin fingertips lock arm perfectly cause perfectly wanna hold close feel heartbeat breathe color yeah color build puzzle yeah puzzle puzzle darlin build puzzle
20935,snarky puppy,bardis,2019,jazz,look depth perception cause hurt deeper think heal time shoot spine look beautiful tonight remind lay gently smile destroy life heart away rest piece heart away rest piece look depth perception closer think reach hold hand
20934,moonchild,money,2019,jazz,coffee coffee maker shit paralyze expectations dream suppose money hard earn money money bout time thing tell feel ready shouldn need help understand load heavy stop lie money money money bout time thing money open eye heart drive busy knockin door money bout time thing baby time time baby time baby time baby money
20933,oscar jerome,gravitate,2019,jazz,damn choose choose money bitch fuck money bitch fuck help lose true shit want lose help money bitch fuck money bitch fuck go life life go life go
20932,shafiq husayn,it’s better for you,2019,jazz,listen girl give money give money give money home work hard piece better better look bigger picture lose spend better better give money look bigger picture give money lose give money get money bring money grow older focus push home shit luck pretty picture destiny beautiful spend better better give money look bigger picture give money lose give money get money spend keep give money fast want loot give money gimme gimme cash yeah yeah believe baby give money right baby bring home give money bring home right good good money yeah better better bring fast money gotta know easy come easy go money hand
12468,adam calhoun,clean money,2019,country,sure doin puttin hard work earn early wanna clean money gotta dirty boot look driveway truck spray black paint lookin ready get gotta black diggin hole loadin dirt drivin nail bunch stickers lunch yeah hard flag like fuck fuck time clock road truck get gotta play rocknroll tough shit hard work everyday gettin pay gettin pay hard work hard work dirty hand dirty hand clean money lord yeah tough shit hard work everyday gettin pay gettin pay hard work hard work dirty hand dirty hand clean money lord yeah sure doin drinkin work weekend pour long shoot daniels beam animal crack cold round finally pay simple honest livin come long bein lock prison yeah time clock road truck get gotta play rocknroll tough shit hard work everyday gettin pay gettin pay hard work hard work dirty hand dirty hand clean money lord yeah tough shit hard work everyday gettin pay gettin pay hard work hard work dirty hand dirty hand clean money lord yeah lord yeah lord yeah
12466,luke combs,beer never broke my heart,2019,country,largemouth bass bust line couple beautiful girls tell goodbye truck break dog politicians fire boss take hand count things count longneck icecold beer break heart like ring football team tear apart like neon dream dawn bar guitar longneck icecold beer break heart blue baby eye drive crazy taillights leave know sure know longneck icecold beer break heart like ring football team tear apart like neon dream dawn bar guitar longneck icecold beer break heart take hand count things count hand grippin cold cause longneck icecold beer break heart like ring football team tear apart like neon dream dawn bar guitar longneck icecold beer break heart break heart
12442,danielle bradbery,psycho,2019,country,damn goin psycho mama like trust jewelry roof look like noshow diamonds boatload come romo clown bozos goin psycho mama like trust jewelry roof look like noshow diamonds boatload like friend end stick friend zone tell fourfive fifth hunnid band inside short dechino shit stuff know shit million like shit walkthrough bitch bottle give ugly girl window benzo see rent like whoa neck goddamn cold diamonds tshirt soak homies money fold say hold tell damn goin psycho mama like trust jewelry roof look like noshow diamonds boatload come romo clown bozos goin psycho mama like trust jewelry roof look like noshow diamonds boatload like friend end goin psycho rollie goin brazy hittin mama wanna baby pinky chain stanky whip promise bitch dolla ridin school drop boolin thotthot toptop switch drop smoke shop high rodeo dial valentino pico slum happen overnight diamonds real bright saint jeans vans necklace girl look beautiful tonight star roof match jewelry damn goin psycho mama like trust jewelry roof look like noshow diamonds boatload come romo clown bozos goin psycho mama like trust jewelry roof look like noshow diamonds boatload like friend end
12453,uncle kracker,i'm not leaving,2019,country,cigarette leave picture past things satisfaction state mind someway nothin leave lose past search like candle wind thing play game leave like maybe common grind scratch problem list ahead kick leave like note letter write guess know hear door quick count try knock kick head grind finish candle wind thing play game leave like maybe common grind scratch problem list ahead kick leave like kick head grind finish candle wind thing play game leave like maybe common grind scratch problem list ahead kick leave like candle wind thing play game leave like maybe common grind scratch problem list ahead kick leave like
12443,sturgill simpson,the dead don't die,2019,country,dead ghost inside dream life walk payin mind silly live lead reap sow coffee wait corner someday gonna corner go dead walk round world life afterlife go friends walk round look phone bother say save goodbyes stop try pretend streets look morning night light shine dead walk round world life afterlife go hearts break love ones journey think forever go tell time go forget memories leave dead walk round world life afterlife go life afterlife go
12444,blanco brown,ghett ol memories,2019,country,remember sittin porch porch gunshots backdoor backdoor hear wind sky acryin cryin honeysuckles tree dyin dyin rockin chair know grandpa miss grandpa catchin lightning bug night night satisfy fied couldn morning come hear sirens ringin head head head head yeah yeah good memo good memories head ghetto memories freeze cup summer summer drinkin clock sugar straw league bubble mix rock rock baseball inahawk favorite sport remember outside outside cause screen reserve grow folks couldn morning come hear sirens ringin head head yeah yeah good memo good memories head ghetto memories
12445,adam hambrick,"all you, all night, all summer",2019,country,calendar days gettin longer outta shade pretty girls water spin slow songs cause everybody want dance summer bring memory july magic bare feet radio crank doors jeep bull farm hood star livin large small teens wish freeze time recover night summer summer night summer summer sunset smile midnight kiss yeah remember burnin backroads head september yeah better july magic bare feet radio crank doors jeep bull farm hood star livin large small teens wish freeze time recover night summer summer night summer summer bridge night summer long july magic bare feet radio crank doors jeep bull farm hood star livin large small teens wish freeze time recover night summer summer night summer summer outtro night summer summer night summer summer source lyric power record info provide itunesapple music hambrick official youtube channel hambrick official soundcloud
12446,george strait,take me away,2019,country,wild horse couldn drag away today tonight time girl gonna happen wonderin askin farthest thing mind place girl happenin pull fast ones gonna away away gonna away girl hand wanna suit fine talk gonna walk lock eye right like like star fly moon shin perfect time gonna away away gonna away baby gonna break chain strongest wind hurricane gonna away away gonna away breath neck right tear head spinnin round faster cause know gonna away away gonna away away gonna away
12447,seaforth,good and gone,2019,country,watchin sink glass girl think friday night clothe hide headphones say come know miss see round right cause go sittin sippin somethin little strong take shoot go wrong kill kill go happen fast years take weeks bounce kind get good move get good go yeah whiskey burn kinda taste like lesson learn swear drink hurt sayin good good go sittin sippin somethin little strong take shoot go wrong kill kill go happen fast years take weeks bounce kind get good move get good go get good go hurt comin baby right good go sittin sippin somethin little strong take shoot go wrong kill kill go happen fast years take weeks bounce kind get good move get good get good go get good move get good move get good go yeah kinda get good move get good go
12448,vince gill,a world without haggard,2019,country,road hear pass away hell think live forever shape note play tonight white line look different usually greatest inspiration reason sing blue teach play guitar write country song spend time things wrong proud okie know pay dues greatest inspiration reason sing blue lose world haggard tell truth lose world haggard world think give life country music best honest voice reason like hear song choose greatest inspiration reason sing blue greatest inspiration reason sing blue
12449,george strait,two more wishes,2019,country,genie bottle cause hopin real hard appear temperature keep gettin hotter ahead outta cause wish hear good things come threes believe see comin true tonight heart feel thinkin future standin right eye wish wish rest time fall want rest time fall want genie bottle cause hopin real hard appear temperature keep gettin hotter ahead outta cause wish wish
12450,mason ramsey,puddle of love,2019,country,roddin ridin girl show slow stop track push pull grab wench move inch badababy convince turnin cause stick stick stick stick stick puddle girl sink deeper stay right forever tractor truck gonna pull cause girl stick puddle stick puddle yeah stick puddle stick puddle yeah comfy home country sing country songs girl start cheat heart lovesick blue cause goin time soon cause stick stick stick stick stick puddle girl sink deeper stay right forever tractor truck gonna pull cause girl stick puddle stick puddle yeah stick puddle stick puddle cause stick stick stick stick stick puddle girl sink deeper stay right forever tractor truck gonna pull cause girl stick puddle stick puddle yeah stick puddle stick puddle yeah stick puddle stick puddle yeah stick puddle stick puddle
12451,casey donahew,lets make a love song,2019,country,girl little closer head shoulder turn light song swear heartbeat sound like music slow dance rhythm soft whisper song night think kinda like favorite song yeah want play girl like radio tower midnight hour come loud strong wanna sing song kiss like motown record spinnin baby come listenin turn song night think kinda like favorite song yeah want play girl like radio tower midnight hour come loud strong wanna sing song night think kinda like favorite song yeah want play girl like radio tower midnight hour come loud strong wanna sing song song girl little closer head shoulder turn light song
12452,sam grow,i'm not him,2019,country,know know grow yeahyeah cause hair pretend care fair punish offences want touch afraid consequences want banish come blame grow grow grow grow fool sleepin head life dead yeah hear say wanna shake want know attach grow leave leave leave grow grow grow grow fool grow grow grow grow
12454,uncle kracker,further down the road,2019,country,half mile outside buloxi come seven sirens singin listen know smoke coffee head ready explode makin road conversation care playin game hear hard luck stories turn lonely survivor carryin load makin road makin wanna makin past eye jocks layin rail road track soul makin wanna makin past eye jack layin rail road tack soul fever beer like life million away beam instead chasin live legend code makin road makin road
